"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Fairly satisfied","Rather good","Worse","Once a day","Frequently","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly positive","Very satisfied","Tend to agree","Totally agree","Totally agree","9B7NANIENZ",28,"male","East of England",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Very satisfied","Totally disagree","Totally agree","Totally agree","PDTVGFZEVP",28,"male","East Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Frequently","Frequently","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","8Y4O828W0G",20,"male","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Few times a month","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Tend to disagree","Totally agree","T9KC7QT09Q",27,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Few times a month","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Tend to agree","Totally agree","0E3DUOSJT8",28,"male","London",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Worse","Once a day","Never","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Don't know","Tend to trust","Neutral","Don't know","Tend to agree","Tend to agree","Totally agree","XY59736F4Q",24,"female","North East",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Occasionally","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Very positive","Fairly satisfied","Totally agree","Tend to disagree","Totally agree","BCX3L3QIPA",18,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Few times a week","Never","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","VX1HJQ9D03",19,"male","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Fairly negative","Very satisfied","Don't know","Totally disagree","Tend to agree","U2MFZ48PV9",18,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Couple of times a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Fairly positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","GAX2MJVXCJ",25,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","RS2B4L85Z6",29,"male","East of England",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally disagree","KQOROTXBMD",27,"female","Yorkshire and The Humber",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Very satisfied","Tend to agree","Totally agree","Tend to agree","UFNZ92AU55",23,"female","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Never","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Don't know","Don't know","Very positive","Not very satisfied","Totally agree","Totally disagree","Tend to agree","20DVA20YII",22,"male","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Frequently","Occasionally","Never","Don't know","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Very positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","QWNW5DKHIU",26,"male","South East",NA,NA
NA,"I agree","Not at all satisfied","Rather good","Worse","Once a day","Occasionally","Never","Never","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Tend to agree","Totally agree","Totally agree","7BXCUIZ39B",25,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Worse","Never","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","0LX9PAVP48",20,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Don't know","Tend to trust","Very positive","Not very satisfied","Tend to agree","Totally agree","Totally agree","X083A5OYCX",28,"male","South East",NA,NA
NA,"I agree","Very satisfied","Don't know","Worse","Once a day","Occasionally","Frequently","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Don't know","Don't know","Not at all satisfied","Totally agree","Tend to agree","Totally agree","823E5SXNF4",18,"male","East of England",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Frequently","Occasionally","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Fairly positive","Not at all satisfied","Totally agree","Tend to disagree","Totally agree","SVMG31HO38",28,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Don't know","Very positive","Not at all satisfied","Totally agree","Totally agree","Tend to agree","QJVMLD6W7X",23,"male","East Midlands",NA,NA
NA,"I agree","Very satisfied","Don't know","Worse","Once a day","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","QX1ETIV6VV",28,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Few times a week","Occasionally","Never","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Don't know","Tend to agree","Totally agree","QT457NKU51",22,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Don't know","The same","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Fairly positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","CHLCS2I8FX",20,"female","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Couple of times a day","Never","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","Q15R0XJD51",29,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather good","The same","Once a day","Frequently","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally disagree","Totally agree","SDIP9RVGVM",21,"male","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather good","Better","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Neutral","Very satisfied","Totally agree","Tend to agree","Tend to agree","99YQFW3U68",23,"male","West Midlands",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","Better","Once a day","Never","Never","Occasionally","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Very satisfied","Totally agree","Totally agree","Totally agree","SAKIX2H74Y",19,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Fairly negative","Very satisfied","Tend to agree","Tend to agree","Totally agree","FAB9WOIQT1",19,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Few times a month","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Neutral","Fairly satisfied","Tend to agree","Totally agree","Tend to disagree","UYL5TH5L50",24,"female","London",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Never","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Neutral","Fairly satisfied","Totally agree","Tend to agree","Totally agree","7OASNMC2KL",22,"male","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather good","Worse","Once a day","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Very negative","Fairly satisfied","Totally agree","Totally agree","Tend to disagree","JU8PQ46MII",25,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Never","Occasionally","Never","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very positive","Not at all satisfied","Totally agree","Totally disagree","Totally agree","6WBK0O3MFD",18,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Never","Occasionally","Never","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Tend to agree","Totally agree","Totally agree","RSQIEB9LC1",27,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Don't know","The same","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","50D411VKD2",18,"female","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Don't know","Totally agree","Don't know","Tend to agree","HHW64MQO8P",19,"male","North West",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Never","Occasionally","Never","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Don't know","Totally agree","Totally agree","Totally agree","JJZUXR4ZEF",26,"female","South West",NA,NA
